indicativo,nombre,provincia,altitud_m,lat,lon,dist_costa_km,grupo_costa,franja_altitud,n_veranos,anio_ini,anio_fin,noches_posibles,nivel_partida,nivel_final,cambio_absoluto,pendiente_noches_anio,ic95_inf,ic95_sup,ic95_excluye_cero,r2,error_std,cerca_del_techo,posible_inhomogeneidad,salto_max_veranos,serie,fuente
C639U,"SAN BARTOLOME TIRAJANA, EL MATORRAL",LAS PALMAS,41.0,27.8125,-15.4531,0.4,litoral,<200,10,2017,2026,81,42.0,46.33,4.33,0.6485,-2.0405,3.3374,no,0.0372,1.1661,no,no,-28.0,2017:50;2018:36;2019:40;2020:60;2021:32;2022:45;2023:61;2024:37;2025:55;2026:47,AEMET
3099Y,OCAÑA,TOLEDO,733.0,39.9353,-3.4961,275.3,interior,500-800,8,2018,2026,81,12.0,16.0,4.0,1.4987,-1.2422,4.2397,no,0.2298,1.1201,no,no,22.0,2018:4;2019:15;2020:17;2021:8;2022:30;2023:10;2024:15;2026:23,AEMET
3168D,GUADALAJARA,GUADALAJARA,727.0,40.6303,-3.1503,269.8,interior,500-800,9,2017,2025,81,17.33,21.33,4.0,0.9167,-1.2905,3.1238,no,0.1211,0.9333,no,no,23.0,2017:23;2018:10;2019:19;2020:17;2021:10;2022:33;2023:18;2024:21;2025:25,AEMET
3182Y,ARGANDA DEL REY,MADRID,533.0,40.3117,-3.4978,284.6,interior,500-800,9,2017,2026,81,20.33,24.33,4.0,0.7792,-1.4533,3.0116,no,0.0887,0.944,no,no,29.0,2017:22;2018:14;2019:25;2021:7;2022:36;2023:19;2024:20;2025:26;2026:27,AEMET
4089A,ALBERCA DE ZANCARA,CUENCA,858.0,39.5169,-2.4958,186.6,interior,800-1200,8,2017,2026,81,4.67,8.67,4.0,0.4559,-0.5958,1.5076,no,0.1579,0.4298,no,si,-9.0,2017:10;2019:1;2020:3;2022:7;2023:7;2024:5;2025:11;2026:10,AEMET
4093Y,OSA DE LA VEGA,CUENCA,763.0,39.6561,-2.76,209.5,interior,500-800,10,2017,2026,81,7.0,11.0,4.0,0.5818,-0.6038,1.7675,no,0.138,0.5142,no,no,16.0,2017:7;2018:8;2019:6;2020:8;2021:5;2022:21;2023:6;2024:9;2025:13;2026:11,AEMET
5459X,ESPIEL,CORDOBA,465.0,38.1111,-4.9286,160.8,interior,200-500,9,2017,2026,81,2.0,6.0,4.0,0.5446,-0.192,1.2812,no,0.304,0.3115,no,no,7.0,2017:2;2018:2;2019:2;2020:9;2021:3;2023:5;2024:2;2025:6;2026:10,AEMET
5625X,LA RAMBLA,CORDOBA,200.0,37.6386,-4.7639,106.3,interior,200-500,8,2017,2025,81,13.0,17.0,4.0,0.491,-1.7787,2.7607,no,0.0446,0.9275,no,no,17.0,2017:18;2018:11;2019:10;2020:27;2021:16;2022:16;2024:10;2025:25,AEMET
7119B,CARAVACA DE LA CRUZ,MURCIA,643.0,38.1031,-1.8772,76.6,interior,500-800,9,2017,2026,81,3.33,7.33,4.0,0.4706,-0.1535,1.0946,no,0.3124,0.2639,no,no,5.0,2017:6;2018:3;2019:1;2020:3;2021:8;2022:4;2023:8;2025:6;2026:8,AEMET
9208E,ARAGÜÉS DEL PUERTO,HUESCA,1025.0,42.7086,-0.6728,106.3,interior,800-1200,10,2017,2026,81,4.33,8.33,4.0,0.7515,-0.0761,1.5791,no,0.3541,0.3589,no,no,8.0,2017:2;2018:2;2019:9;2020:2;2021:3;2022:11;2023:4;2024:6;2025:7;2026:12,AEMET
9211F,"BAILO, PUYALTO",HUESCA,722.0,42.5142,-0.8172,113.2,interior,500-800,10,2017,2026,81,5.67,9.67,4.0,0.6848,-0.4298,1.7995,no,0.2006,0.4834,no,si,15.0,2017:5;2018:2;2019:10;2020:7;2021:4;2022:9;2023:5;2024:8;2025:3;2026:18,AEMET
1037X,LEGAZPI,GIPUZKOA,460.0,43.0517,-2.3372,27.6,litoral,200-500,10,2017,2026,81,0.33,4.0,3.67,0.5515,-0.161,1.264,no,0.2848,0.309,no,si,10.0,2017:1;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:2;2025:0;2026:10,AEMET
1089U,RAMALES DE LA VICTORIA,CANTABRIA,80.0,43.2558,-3.4708,17.5,litoral,<200,10,2017,2026,81,0.33,4.0,3.67,0.5515,0.0517,1.0513,si,0.4473,0.2167,no,si,6.0,2017:0;2018:0;2019:1;2020:0;2021:0;2022:0;2023:0;2024:2;2025:2;2026:8,AEMET
1730E,O ROSAL,PONTEVEDRA,55.0,41.9439,-8.8475,2.7,litoral,<200,10,2017,2026,81,2.33,6.0,3.67,0.5152,-0.2518,1.2821,no,0.2307,0.3326,no,no,7.0,2017:1;2018:6;2019:0;2020:5;2021:0;2022:7;2023:2;2024:2;2025:8;2026:8,AEMET
2453E,GOTARRENDURA,AVILA,920.0,40.8289,-4.7419,285.0,interior,800-1200,10,2017,2026,81,2.0,5.67,3.67,0.4364,-0.4371,1.3098,no,0.1423,0.3788,no,no,-10.0,2017:4;2018:0;2019:2;2020:2;2021:1;2022:10;2023:0;2024:5;2025:9;2026:3,AEMET
3536X,HOYOS,CACERES,560.0,40.1747,-6.7244,219.5,interior,500-800,10,2017,2026,81,23.67,27.33,3.67,0.4182,-1.036,1.8724,no,0.0521,0.6306,no,no,-13.0,2017:31;2018:19;2019:21;2020:30;2021:17;2022:30;2023:31;2024:26;2025:32;2026:24,AEMET
9262P,MONREAL/ELO,NAVARRA,585.0,42.7011,-1.4956,68.6,interior,500-800,10,2017,2026,81,0.33,4.0,3.67,0.4485,0.0105,0.8864,si,0.4107,0.1899,no,no,4.0,2017:0;2018:0;2019:1;2020:3;2021:0;2022:0;2023:0;2024:4;2025:2;2026:6,AEMET
9274X,IRURTZUN,NAVARRA,432.0,42.9189,-1.835,43.2,interior,200-500,10,2017,2026,81,0.0,3.67,3.67,0.5576,-0.0509,1.166,no,0.3582,0.2639,no,si,9.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:1;2023:0;2024:2;2025:0;2026:9,AEMET
C139E,LA PALMA AEROPUERTO,SANTA CRUZ DE TENERIFE,33.0,28.6331,-17.755,0.6,litoral,<200,10,2017,2026,81,54.67,58.33,3.67,0.4727,-1.9223,2.8678,no,0.0252,1.0386,no,no,-23.0,2017:66;2018:50;2019:48;2020:68;2021:52;2022:53;2023:74;2024:51;2025:64;2026:60,AEMET
C929I,HIERRO AEROPUERTO,SANTA CRUZ DE TENERIFE,32.0,27.8189,-17.8889,0.2,litoral,<200,10,2017,2026,81,69.0,72.67,3.67,0.2485,-1.4523,1.9492,no,0.014,0.7375,si,no,-18.0,2017:79;2018:61;2019:67;2020:78;2021:68;2022:73;2023:79;2024:76;2025:76;2026:66,AEMET
1037Y,ZUMARRAGA,GIPUZKOA,431.0,43.08,-2.3175,24.5,litoral,200-500,9,2017,2026,81,0.0,3.33,3.33,0.6059,0.0506,1.1611,si,0.4875,0.2348,no,si,6.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2025:2;2026:8,AEMET
1048X,ARETXABALETA,GIPUZKOA,308.0,43.025,-2.4658,31.6,interior,200-500,10,2017,2026,81,0.0,3.33,3.33,0.503,0.0818,0.9243,si,0.4866,0.1827,no,si,6.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:1;2024:2;2025:1;2026:7,AEMET
1078C,BALMASEDA,BIZKAIA,210.0,43.1806,-3.2097,19.1,litoral,200-500,10,2017,2026,81,0.0,3.33,3.33,0.5212,0.0707,0.9717,si,0.4708,0.1954,no,no,4.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:2;2023:0;2024:0;2025:3;2026:7,AEMET
1701X,RIBADAVIA,OURENSE,112.0,42.3,-8.1292,18.7,litoral,<200,10,2017,2026,81,0.67,4.0,3.33,0.4909,0.0313,0.9505,si,0.4313,0.1993,no,no,6.0,2017:0;2018:2;2019:0;2020:0;2021:0;2022:2;2023:1;2024:4;2025:1;2026:7,AEMET
2422,VALLADOLID,VALLADOLID,734.0,41.6406,-4.7542,194.8,interior,500-800,10,2017,2026,81,2.67,6.0,3.33,0.4424,-0.4496,1.3344,no,0.1405,0.3868,no,si,-12.0,2017:4;2018:2;2019:2;2020:2;2021:1;2022:12;2023:0;2024:5;2025:7;2026:6,AEMET
3362Y,CASTILLO DE BAYUELA,TOLEDO,560.0,40.1083,-4.6806,289.0,interior,500-800,8,2018,2025,81,36.67,40.0,3.33,1.3214,-1.6934,4.3363,no,0.1609,1.2321,no,no,25.0,2018:34;2019:35;2020:41;2021:26;2022:51;2023:37;2024:35;2025:48,AEMET
4492F,BARCARROTA,BADAJOZ,377.0,38.4728,-6.9233,29.5,litoral,200-500,9,2017,2025,81,5.33,8.67,3.33,0.5333,-0.7038,1.7705,no,0.1293,0.5231,no,no,12.0,2017:7;2018:7;2019:2;2020:10;2021:4;2022:10;2023:8;2024:3;2025:15,AEMET
8155Y,MOTILLA DEL PALANCAR,CUENCA,830.0,39.5553,-1.9153,136.8,interior,800-1200,10,2017,2026,81,3.0,6.33,3.33,0.5455,0.1336,0.9573,si,0.5383,0.1786,no,no,4.0,2017:4;2018:3;2019:2;2020:1;2021:5;2022:7;2023:7;2024:5;2025:7;2026:7,AEMET
8198Y,ALMANSA,ALBACETE,710.0,38.8506,-1.0631,74.9,interior,500-800,10,2017,2026,81,0.67,4.0,3.33,0.5818,0.2403,0.9233,si,0.6587,0.1481,no,no,4.0,2017:0;2018:0;2019:2;2020:1;2021:3;2022:2;2023:6;2024:2;2025:4;2026:6,AEMET
9321X,EJEA DE LOS CABALLEROS,ZARAGOZA,321.0,42.1211,-1.1397,138.8,interior,200-500,8,2017,2024,81,8.33,11.67,3.33,0.5714,-0.9094,2.0522,no,0.1294,0.6052,no,no,10.0,2017:8;2018:4;2019:13;2020:11;2021:5;2022:15;2023:8;2024:12,AEMET
9947X,LA POBLA DE MASSALUCA,TARRAGONA,370.0,41.1772,0.3533,49.1,interior,200-500,8,2017,2025,81,29.33,32.67,3.33,0.758,-0.9597,2.4756,no,0.1627,0.7019,no,no,10.0,2017:30;2018:27;2019:31;2020:23;2021:20;2023:30;2024:30;2025:38,AEMET
C917E,"EL PINAR, LA DEHESA",SANTA CRUZ DE TENERIFE,713.0,27.7253,-18.115,1.8,litoral,500-800,9,2017,2026,81,12.0,15.33,3.33,0.2542,-1.1908,1.6992,no,0.0241,0.611,no,no,-12.0,2017:20;2018:8;2019:8;2020:15;2021:21;2022:22;2024:17;2025:16;2026:13,AEMET
0171X,IGUALADA,BARCELONA,313.0,41.5789,1.6178,41.1,interior,200-500,8,2017,2025,81,12.33,15.33,3.0,0.2481,-2.2417,2.7379,no,0.0098,1.0175,no,no,13.0,2017:19;2018:12;2019:6;2020:3;2021:11;2022:11;2023:24;2025:11,AEMET
1152C,SAN FELICES DE BUELNA,CANTABRIA,105.0,43.2719,-4.0486,16.7,litoral,<200,10,2017,2026,81,0.33,3.33,3.0,0.4606,-0.0934,1.0146,no,0.3148,0.2403,no,si,8.0,2017:0;2018:1;2019:0;2020:0;2021:0;2022:1;2023:0;2024:2;2025:0;2026:8,AEMET
3194Y,POZUELO DE ALARCÓN,MADRID,665.0,40.4483,-3.8133,314.6,interior,500-800,9,2017,2026,81,13.0,16.0,3.0,0.3608,-1.0098,1.7314,no,0.0525,0.5795,no,no,-11.0,2017:14;2018:8;2019:17;2020:14;2021:3;2023:7;2024:15;2025:17;2026:16,AEMET
3531X,TORRECILLA DE LOS ANGELES,CACERES,459.0,40.255,-6.4117,232.4,interior,200-500,8,2017,2026,81,5.33,8.33,3.0,0.0809,-0.9647,1.1266,no,0.0059,0.4273,no,no,-7.0,2017:10;2019:3;2021:3;2022:9;2023:4;2024:11;2025:8;2026:6,AEMET
4527X,AROCHE,HUELVA,267.0,37.9803,-6.9758,5.3,litoral,200-500,10,2017,2026,81,0.67,3.67,3.0,0.3939,0.0817,0.7061,si,0.5142,0.1354,no,no,3.0,2017:0;2018:2;2019:0;2020:2;2021:2;2022:0;2023:2;2024:2;2025:5;2026:4,AEMET
7195X,"CARAVACA DE LA CRUZ, LOS ROYOS",MURCIA,985.0,37.9261,-2.0583,71.0,interior,800-1200,10,2017,2026,81,1.67,4.67,3.0,0.4909,-0.064,1.0458,no,0.3422,0.2406,no,no,6.0,2017:1;2018:0;2019:4;2020:2;2021:6;2022:1;2023:5;2024:4;2025:2;2026:8,AEMET
8193E,JALANCE,VALENCIA,372.0,39.2083,-1.0944,68.8,interior,200-500,9,2017,2026,81,12.0,15.0,3.0,0.675,-0.996,2.346,no,0.1153,0.7065,no,no,16.0,2017:17;2018:10;2019:9;2021:9;2022:10;2023:26;2024:10;2025:13;2026:22,AEMET
9263X,"ARANGUREN, ILUNDAIN",NAVARRA,572.0,42.7761,-1.5325,59.8,interior,500-800,8,2017,2026,81,1.0,4.0,3.0,0.4708,0.0251,0.9165,si,0.5268,0.1821,no,no,3.0,2017:0;2018:0;2020:3;2022:3;2023:0;2024:3;2025:3;2026:6,AEMET
9647X,TORÀ,LLEIDA,435.0,41.8058,1.3956,69.5,interior,200-500,9,2017,2026,81,0.67,3.67,3.0,0.4721,0.1285,0.8157,si,0.6013,0.1453,no,si,4.0,2017:1;2018:0;2019:1;2020:0;2021:1;2022:1;2023:3;2025:2;2026:6,AEMET
C117A,PUNTAGORDA,SANTA CRUZ DE TENERIFE,684.0,28.7606,-17.9856,1.4,litoral,500-800,10,2017,2026,81,8.67,11.67,3.0,0.303,-0.8253,1.4314,no,0.0457,0.4893,no,si,-12.0,2017:17;2018:5;2019:4;2020:9;2021:14;2022:16;2023:12;2024:12;2025:10;2026:13,AEMET
C117Z,TIJARAFE,SANTA CRUZ DE TENERIFE,733.0,28.6747,-17.9367,2.1,litoral,500-800,8,2017,2026,81,11.33,14.33,3.0,0.2786,-1.2053,1.7624,no,0.034,0.6064,no,si,-15.0,2017:19;2018:4;2020:11;2021:15;2022:17;2023:16;2025:11;2026:16,AEMET
C428T,ARICO,SANTA CRUZ DE TENERIFE,418.0,28.1808,-16.4833,5.2,litoral,200-500,10,2017,2026,81,5.33,8.33,3.0,0.4788,-0.3497,1.3073,no,0.1817,0.3593,no,si,-9.0,2017:11;2018:2;2019:3;2020:5;2021:7;2022:8;2023:12;2024:6;2025:8;2026:11,AEMET
C839X,LA GRACIOSA,LAS PALMAS,19.0,29.2297,-13.5103,1.4,litoral,<200,9,2017,2026,81,45.67,48.67,3.0,0.4865,-3.0904,4.0634,no,0.0146,1.5124,no,no,38.0,2017:57;2018:41;2019:39;2020:65;2021:32;2023:70;2024:40;2025:56;2026:50,AEMET
0114X,PRATS DE LLUÇANÈS,BARCELONA,700.0,42.0069,2.0267,38.1,interior,500-800,10,2017,2026,81,0.67,3.33,2.67,0.4848,-0.0245,0.9942,no,0.3759,0.2209,no,si,6.0,2017:1;2018:0;2019:1;2020:0;2021:2;2022:1;2023:3;2024:0;2025:2;2026:8,AEMET
1044X,"ARAMAIO, ETXAGUEN",ARABA/ALAVA,617.0,43.0578,-2.5897,31.6,interior,500-800,10,2017,2026,81,0.33,3.0,2.67,0.3576,0.0525,0.6627,si,0.4773,0.1323,no,no,3.0,2017:1;2018:0;2019:0;2020:0;2021:0;2022:3;2023:0;2024:3;2025:2;2026:4,AEMET
1176A,TRESVISO,CANTABRIA,940.0,43.2558,-4.6683,15.4,litoral,800-1200,10,2017,2026,81,1.33,4.0,2.67,0.3515,-0.2794,0.9824,no,0.171,0.2736,no,no,6.0,2017:3;2018:1;2019:0;2020:0;2021:0;2022:6;2023:0;2024:2;2025:7;2026:3,AEMET
1234P,"MIERES, BAIÑA",ASTURIAS,170.0,43.275,-5.8192,32.6,interior,<200,10,2017,2026,81,0.67,3.33,2.67,0.3758,-0.0635,0.8151,no,0.3272,0.1905,no,no,5.0,2017:0;2018:2;2019:0;2020:0;2021:0;2022:0;2023:0;2024:3;2025:1;2026:6,AEMET
1496X,VIGO,PONTEVEDRA,120.0,42.2306,-8.7242,5.4,litoral,<200,9,2017,2026,81,3.33,6.0,2.67,0.3392,-0.425,1.1034,no,0.136,0.3231,no,si,-8.0,2017:2;2018:8;2019:0;2020:3;2021:2;2023:1;2024:4;2025:6;2026:8,AEMET
1521X,BECERREÁ,LUGO,1080.0,42.8639,-7.1853,76.5,interior,800-1200,10,2017,2026,81,2.0,4.67,2.67,0.3697,-0.3663,1.1057,no,0.1436,0.3191,no,no,8.0,2017:3;2018:3;2019:0;2020:0;2021:0;2022:5;2023:0;2024:1;2025:9;2026:4,AEMET
2444,ÁVILA,AVILA,1130.0,40.6592,-4.6797,303.7,interior,800-1200,10,2017,2026,81,2.33,5.0,2.67,0.4061,-0.3728,1.185,no,0.153,0.3378,no,no,-10.0,2017:2;2018:0;2019:5;2020:3;2021:2;2022:11;2023:1;2024:4;2025:6;2026:5,AEMET
2456B,AREVALO,AVILA,820.0,41.0714,-4.73,258.0,interior,800-1200,10,2017,2026,81,1.0,3.67,2.67,0.3333,-0.1149,0.7815,no,0.2688,0.1944,no,si,-6.0,2017:2;2018:0;2019:1;2020:2;2021:1;2022:6;2023:0;2024:3;2025:4;2026:4,AEMET
2482B,MIGUELAÑEZ,SEGOVIA,870.0,41.1264,-4.3758,251.7,interior,800-1200,8,2017,2026,81,4.33,7.0,2.67,0.1389,-0.9872,1.265,no,0.015,0.4602,no,no,-10.0,2017:10;2018:0;2019:3;2020:3;2021:2;2022:10;2025:6;2026:5,AEMET
3266A,PUERTO ALTO DEL LEÓN,MADRID,1530.0,40.7064,-4.1414,298.4,interior,>1200,9,2017,2025,81,1.0,3.67,2.67,0.55,0.0078,1.0922,si,0.4512,0.2292,no,no,5.0,2017:1;2018:1;2019:1;2020:0;2021:2;2022:7;2023:3;2024:3;2025:5,AEMET
4244X,HERRERA DEL DUQUE,BADAJOZ,447.0,39.1694,-5.0622,196.9,interior,200-500,10,2017,2026,81,23.67,26.33,2.67,0.5697,-1.2229,2.3623,no,0.0629,0.7774,no,si,24.0,2017:26;2018:23;2019:22;2020:30;2021:14;2022:38;2023:36;2024:25;2025:27;2026:27,AEMET
5704B,CAZALLA DE LA SIERRA,SEVILLA,550.0,37.9264,-5.7697,106.7,interior,500-800,10,2017,2026,81,2.0,4.67,2.67,0.4,-0.2498,1.0498,no,0.2012,0.2818,no,si,9.0,2017:3;2018:2;2019:1;2020:3;2021:4;2022:5;2023:6;2024:1;2025:10;2026:3,AEMET
8005X,FONTANARS DELS ALFORINS,VALENCIA,622.0,38.78,-0.7958,52.1,interior,500-800,10,2017,2026,81,3.0,5.67,2.67,0.5818,-0.1276,1.2913,no,0.3089,0.3077,no,no,-7.0,2017:4;2018:2;2019:3;2020:1;2021:4;2022:4;2023:9;2024:2;2025:4;2026:11,AEMET
9280B,LARRAGA,NAVARRA,375.0,42.5494,-1.8575,84.1,interior,200-500,9,2017,2026,81,1.67,4.33,2.67,0.6613,-0.0699,1.3925,no,0.3952,0.3092,no,si,8.0,2017:1;2018:2;2019:2;2020:0;2021:0;2022:4;2023:1;2024:2;2026:10,AEMET
9531Y,MONTALBÁN,TERUEL,895.0,40.8286,-0.7928,110.6,interior,800-1200,10,2017,2026,81,3.67,6.33,2.67,0.5636,-0.379,1.5063,no,0.192,0.4088,no,no,10.0,2017:4;2018:0;2019:7;2020:3;2021:3;2022:11;2023:8;2024:7;2025:1;2026:11,AEMET
C639M,"MASPALOMAS, C. INSULAR TURISMO",LAS PALMAS,45.0,27.7581,-15.5756,0.6,litoral,<200,10,2017,2026,81,61.0,63.67,2.67,0.1879,-2.1383,2.514,no,0.0043,1.0087,no,no,-23.0,2017:73;2018:50;2019:60;2020:76;2021:58;2022:60;2023:77;2024:63;2025:67;2026:61,AEMET
1064L,"OROZKO, IBARRA",BIZKAIA,270.0,43.0964,-2.8603,32.7,interior,200-500,10,2017,2026,81,0.0,2.33,2.33,0.3818,-0.1265,0.8902,no,0.2727,0.2204,no,no,7.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:7,AEMET
1347T,BURELA,LUGO,80.0,43.6511,-7.3572,0.6,litoral,<200,10,2017,2026,81,0.67,3.0,2.33,0.4061,-0.0731,0.8852,no,0.3231,0.2078,no,si,7.0,2017:0;2018:1;2019:1;2020:0;2021:0;2022:0;2023:2;2024:2;2025:0;2026:7,AEMET
2096B,LICERAS,SORIA,1150.0,41.3736,-3.2514,219.9,interior,800-1200,10,2017,2026,81,1.67,4.0,2.33,0.2788,-0.2537,0.8112,no,0.1541,0.2309,no,no,-6.0,2017:1;2018:0;2019:4;2020:4;2021:1;2022:6;2023:0;2024:5;2025:3;2026:4,AEMET
2290Y,PEDROSA DEL PRÍNCIPE,BURGOS,771.0,42.2511,-4.1989,126.6,interior,500-800,10,2017,2026,81,0.0,2.33,2.33,0.2727,0.0768,0.4686,si,0.563,0.085,no,si,3.0,2017:0;2018:0;2019:0;2020:1;2021:0;2022:1;2023:0;2024:3;2025:2;2026:2,AEMET
2400E,AUTILLA DEL PINO,PALENCIA,874.0,41.9956,-4.6028,155.1,interior,800-1200,10,2017,2026,81,0.0,2.33,2.33,0.297,0.0491,0.5448,si,0.4883,0.1075,no,no,3.0,2017:0;2018:0;2019:0;2020:1;2021:0;2022:3;2023:0;2024:2;2025:3;2026:2,AEMET
2430Y,MUÑOTELLO,AVILA,1178.0,40.5433,-5.0442,307.7,interior,800-1200,10,2017,2026,81,1.0,3.33,2.33,0.3273,-0.2786,0.9332,no,0.1624,0.2627,no,no,-6.0,2017:1;2018:1;2019:1;2020:0;2021:3;2022:7;2023:3;2024:4;2025:6;2026:0,AEMET
2471Y,SAN RAFAEL,SEGOVIA,1237.0,40.7186,-4.2119,297.0,interior,>1200,9,2017,2026,81,1.33,3.67,2.33,0.3792,-0.0532,0.8116,no,0.3806,0.1828,no,si,5.0,2017:1;2018:0;2019:3;2020:1;2021:1;2022:6;2024:4;2025:4;2026:3,AEMET
2555B,FUENTESAUCO,ZAMORA,811.0,41.2367,-5.4814,244.6,interior,800-1200,9,2017,2026,81,1.0,3.33,2.33,0.375,-0.0802,0.8302,no,0.3516,0.1925,no,no,5.0,2017:2;2018:0;2019:1;2020:0;2021:0;2022:5;2024:2;2025:5;2026:3,AEMET
2604B,MEDINA DE RIOSECO,VALLADOLID,731.0,41.8758,-5.0403,171.6,interior,500-800,8,2017,2024,81,0.0,2.33,2.33,0.3452,-0.3064,0.9968,no,0.2188,0.2663,no,si,5.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:5;2023:0;2024:2,AEMET
3140Y,MANDAYONA,GUADALAJARA,990.0,40.985,-2.76,258.1,interior,800-1200,10,2017,2026,81,0.67,3.0,2.33,0.4303,-0.2343,1.0949,no,0.2179,0.2882,no,no,7.0,2017:1;2018:0;2019:1;2020:3;2021:1;2022:8;2023:4;2024:1;2025:1;2026:7,AEMET
3245Y,TEMBLEQUE,TOLEDO,635.0,39.6961,-3.5058,273.5,interior,500-800,8,2017,2026,81,11.0,13.33,2.33,0.4512,-0.6115,1.514,no,0.1525,0.4343,no,no,-10.0,2017:15;2018:5;2019:13;2020:8;2023:13;2024:9;2025:15;2026:16,AEMET
6340X,GARRUCHA,ALMERIA,28.0,37.1692,-1.8286,0.8,litoral,<200,10,2017,2026,81,60.0,62.33,2.33,0.2545,-1.0532,1.5623,no,0.0246,0.5671,no,no,-10.0,2017:66;2018:56;2019:58;2020:61;2021:64;2022:65;2023:71;2024:68;2025:62;2026:57,AEMET
6367B,HUÉRCAL-OVERA,ALMERIA,300.0,37.3906,-1.9436,21.1,litoral,200-500,9,2017,2025,81,41.67,44.0,2.33,0.45,-1.5079,2.4079,no,0.0405,0.8279,no,no,13.0,2017:47;2018:38;2019:40;2020:33;2021:32;2022:41;2023:45;2024:37;2025:50,AEMET
8018X,ELX/ELCHE,ALICANTE,110.0,38.2875,-0.6806,12.9,litoral,<200,10,2017,2026,81,39.0,41.33,2.33,0.7758,-1.3407,2.8922,no,0.082,0.9178,no,si,24.0,2017:40;2018:40;2019:37;2020:28;2021:27;2022:26;2023:50;2024:35;2025:44;2026:45,AEMET
9073X,"AGURAIN/SALVATIERRA, OPAKUA",ARABA/ALAVA,660.0,42.8297,-2.3597,52.3,interior,500-800,10,2017,2026,81,0.67,3.0,2.33,0.3758,-0.0252,0.7767,no,0.3686,0.1739,no,si,5.0,2017:0;2018:0;2019:2;2020:0;2021:0;2022:1;2023:0;2024:2;2025:1;2026:6,AEMET
9122I,LABASTIDA,ARABA/ALAVA,612.0,42.6039,-2.7767,84.2,interior,500-800,10,2017,2026,81,2.0,4.33,2.33,0.3576,-0.1685,0.8837,no,0.2349,0.2281,no,no,4.0,2017:3;2018:0;2019:3;2020:0;2021:0;2022:2;2023:0;2024:3;2025:3;2026:7,AEMET
9263D,"PAMPLONA, AEROPUERTO",NAVARRA,459.0,42.7769,-1.65,58.3,interior,200-500,10,2017,2026,81,0.67,3.0,2.33,0.4121,-0.1667,0.991,no,0.252,0.251,no,si,8.0,2017:0;2018:0;2019:2;2020:0;2021:0;2022:1;2023:0;2024:1;2025:0;2026:8,AEMET
9390,DAROCA,ZARAGOZA,774.0,41.1144,-1.41,171.0,interior,500-800,10,2017,2026,81,2.33,4.67,2.33,0.4303,-0.2697,1.1303,no,0.2007,0.3036,no,no,8.0,2017:4;2018:0;2019:3;2020:1;2021:3;2022:8;2023:4;2024:4;2025:1;2026:9,AEMET
C018J,TÍAS,LAS PALMAS,376.0,28.9697,-13.6903,5.5,litoral,200-500,10,2017,2026,81,2.0,4.33,2.33,0.4121,-0.1234,0.9476,no,0.2825,0.2322,no,no,-5.0,2017:5;2018:0;2019:1;2020:0;2021:3;2022:4;2023:6;2024:2;2025:5;2026:6,AEMET
C249I,FUERTEVENTURA AEROPUERTO,LAS PALMAS,25.0,28.4447,-13.8631,0.6,litoral,<200,10,2017,2026,81,55.67,58.0,2.33,0.2424,-2.67,3.1548,no,0.0046,1.263,no,no,-27.0,2017:71;2018:44;2019:52;2020:75;2021:51;2022:62;2023:73;2024:49;2025:64;2026:61,AEMET
C447A,TENERIFE NORTE AEROPUERTO,SANTA CRUZ DE TENERIFE,632.0,28.4775,-16.3294,5.7,litoral,500-800,10,2017,2026,81,3.0,5.33,2.33,0.3939,-0.2784,1.0662,no,0.1858,0.2915,no,no,6.0,2017:4;2018:2;2019:3;2020:4;2021:10;2022:4;2023:8;2024:2;2025:6;2026:8,AEMET
C457I,LA VICTORIA DE ACENTEJO,SANTA CRUZ DE TENERIFE,567.0,28.4344,-16.4544,1.8,litoral,500-800,10,2017,2026,81,0.33,2.67,2.33,0.4,0.0594,0.7406,si,0.4783,0.1477,no,si,-4.0,2017:0;2018:1;2019:0;2020:2;2021:2;2022:4;2023:5;2024:1;2025:3;2026:4,AEMET
C649R,"TELDE, MELENARA",LAS PALMAS,9.0,27.9867,-15.3778,0.8,litoral,<200,10,2017,2026,81,60.0,62.33,2.33,0.2788,-1.3616,1.9192,no,0.0188,0.7114,no,no,-17.0,2017:69;2018:52;2019:59;2020:67;2021:55;2022:67;2023:68;2024:59;2025:68;2026:60,AEMET
1033X,ARESO,NAVARRA,520.0,43.085,-1.9508,25.8,litoral,500-800,10,2017,2026,81,0.33,2.33,2.0,0.2545,-0.0843,0.5934,no,0.2727,0.147,no,no,4.0,2017:1;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:3;2025:0;2026:4,AEMET
1049N,ELGETA,GIPUZKOA,470.0,43.1383,-2.4958,20.6,litoral,200-500,10,2017,2026,81,0.0,2.0,2.0,0.2667,-0.0134,0.5467,no,0.3761,0.1214,no,no,3.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:2;2023:0;2024:3;2025:0;2026:3,AEMET
